"","sp1_common","sp1_scientific","sp1_tax_res","sp1_tax_group","sp1_lifestage","sp2_common","sp2_scientific","sp2_tax_res","sp2_tax_group","sp2_lifestage","effect_sp1_on_sp2","effect_sp2_on_sp1","interaction","interaction_strength","interaction_freq_count","interaction_freq_percent","time_of_year","year","elevation","vertical_strata","latitude","longitude","location_description","habitat_description","source_citation","source_URL","text_excerpt_occ","text_excerpt_ixn","raw_data","name_changes","other_sp1","comments","occ_freq","raw_data_ID","sp1_gbif","sp2_gbif"
"4206","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January",2024,NA,NA,10.4358549051,-84.0037648959,"positional accuracy = 8 m",NA,NA,"https://www.inaturalist.org/observations/207454419",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4207","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April",2024,NA,NA,10.5221584709,-83.8745507598,"positional accuracy = 143 m",NA,NA,"https://www.inaturalist.org/observations/207401606",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4208","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.4447509945,-84.0080028535,"positional accuracy = 122 m",NA,NA,"https://www.inaturalist.org/observations/207310583",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4209","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April",2024,NA,NA,10.456295,-84.0035333333,"positional accuracy = 5 m",NA,NA,"https://www.inaturalist.org/observations/206402829",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4210","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April",2014,NA,NA,10.4313708533,-84.0052391577,"positional accuracy = 93 m",NA,NA,"https://www.inaturalist.org/observations/205807995",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4211","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December",2023,NA,NA,10.4142197394,-84.1123581422,"positional accuracy = 1080 m",NA,NA,"https://www.inaturalist.org/observations/205298370",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4212","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April",2024,NA,NA,10.4313564882,-84.0050896405,"positional accuracy = 20 m",NA,NA,"https://www.inaturalist.org/observations/205014229",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4213","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4359997576,-84.0177361872,"positional accuracy = 695 m",NA,NA,"https://www.inaturalist.org/observations/204848773",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4214","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2017,NA,NA,10.451175,-84.0699361111,"positional accuracy = 999 m",NA,NA,"https://www.inaturalist.org/observations/204728032",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4215","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4498013623,-84.0674726273,"positional accuracy = 1267 m",NA,NA,"https://www.inaturalist.org/observations/204667672",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4216","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.2618493182,-83.9033660665,"positional accuracy = 27 m",NA,NA,"https://www.inaturalist.org/observations/204412554",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4217","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.2755684532,-83.8676387072,"positional accuracy = 69 m",NA,NA,"https://www.inaturalist.org/observations/204412280",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4218","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.5256471221,-83.8755027847,"positional accuracy = 31 m",NA,NA,"https://www.inaturalist.org/observations/204321790",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4219","Central American Spider Monkey","Ateles geoffroyi","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.5840076685,-83.8439312931,"positional accuracy = 15 m",NA,NA,"https://www.inaturalist.org/observations/204321787",NA,NA,NA,NA,NA,NA,NA,NA,"Ateles geoffroyi",NA
"4220","Central American Spider Monkey","Ateles geoffroyi","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"September",2022,NA,NA,10.3465743651,-84.081931652,"positional accuracy = 474 m",NA,NA,"https://www.inaturalist.org/observations/204277984",NA,NA,NA,NA,NA,NA,NA,NA,"Ateles geoffroyi",NA
"4221","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"December",2021,NA,NA,10.4493875403,-84.0644303709,"positional accuracy = 221 m",NA,NA,"https://www.inaturalist.org/observations/203963570",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4222","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.147657043,-84.026335288,"positional accuracy = 1953 m",NA,NA,"https://www.inaturalist.org/observations/203859655",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4223","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4183071719,-84.1250674929,"positional accuracy = 31 m",NA,NA,"https://www.inaturalist.org/observations/203600473",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4224","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January",2024,NA,NA,10.4292516833,-84.0108014477,"positional accuracy = 1249 m",NA,NA,"https://www.inaturalist.org/observations/203411855",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4225","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January",2024,NA,NA,10.4535682299,-84.0577983942,"positional accuracy = 62 m",NA,NA,"https://www.inaturalist.org/observations/203300269",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4226","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January",2024,NA,NA,10.4350351031,-84.0036749829,"positional accuracy = 251 m",NA,NA,"https://www.inaturalist.org/observations/203297722",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4227","Central American Spider Monkey","Ateles geoffroyi","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January",2024,NA,NA,10.4560708478,-84.0771278714,"positional accuracy = 220 m",NA,NA,"https://www.inaturalist.org/observations/203248621",NA,NA,NA,NA,NA,NA,NA,NA,"Ateles geoffroyi",NA
"4228","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4165834,-84.1245461,"positional accuracy = 206 m",NA,NA,"https://www.inaturalist.org/observations/203194420",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4229","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4165834,-84.1245461,"positional accuracy = 206 m",NA,NA,"https://www.inaturalist.org/observations/203194374",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4230","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4584018876,-84.0134081565,"positional accuracy = 210 m",NA,NA,"https://www.inaturalist.org/observations/203136988",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4231","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.5363279691,-84.1437608725,"positional accuracy = 4296 m",NA,NA,"https://www.inaturalist.org/observations/203132400",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4232","Central American Spider Monkey","Ateles geoffroyi","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4715898789,-84.0974669091,"positional accuracy = 977 m",NA,NA,"https://www.inaturalist.org/observations/202894347",NA,NA,NA,NA,NA,NA,NA,NA,"Ateles geoffroyi",NA
"4233","Central American Spider Monkey","Ateles geoffroyi","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January",2024,NA,NA,10.5889417762,-84.0098240748,"positional accuracy = 4 m",NA,NA,"https://www.inaturalist.org/observations/202869826",NA,NA,NA,NA,NA,NA,NA,NA,"Ateles geoffroyi",NA
"4234","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.4331846037,-84.0067709743,"positional accuracy = 488 m",NA,NA,"https://www.inaturalist.org/observations/202831945",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4235","Central American Spider Monkey","Ateles geoffroyi","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.5150548149,-84.0380826763,"positional accuracy = 95 m",NA,NA,"https://www.inaturalist.org/observations/202715469",NA,NA,NA,NA,NA,NA,NA,NA,"Ateles geoffroyi",NA
"4236","Central American Spider Monkey","Ateles geoffroyi","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.3286514936,-84.1621489291,"positional accuracy = 16600 m",NA,NA,"https://www.inaturalist.org/observations/202324041",NA,NA,NA,NA,NA,NA,NA,NA,"Ateles geoffroyi",NA
"4237","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4308383333,-84.0034111167,"positional accuracy = 4 m",NA,NA,"https://www.inaturalist.org/observations/202279953",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4238","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4312414388,-84.0038784597,"positional accuracy = 35 m",NA,NA,"https://www.inaturalist.org/observations/202279356",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4239","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4313833333,-84.0049888833,"positional accuracy = 3 m",NA,NA,"https://www.inaturalist.org/observations/202245383",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4240","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4309180682,-84.0034550787,"positional accuracy = 44 m",NA,NA,"https://www.inaturalist.org/observations/202114196",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4241","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4309416667,-84.00328055,"positional accuracy = 4 m",NA,NA,"https://www.inaturalist.org/observations/202091672",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4242","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.435225,-84.0056083333,"positional accuracy = 4 m",NA,NA,"https://www.inaturalist.org/observations/202084637",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4243","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4312449462,-84.0035398215,"positional accuracy = 76 m",NA,NA,"https://www.inaturalist.org/observations/202073468",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4244","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"November",2017,NA,NA,10.4316341782,-84.0089180305,"positional accuracy = 838 m",NA,NA,"https://www.inaturalist.org/observations/202034050",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4245","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4576666667,-84.0046472167,"positional accuracy = 4 m",NA,NA,"https://www.inaturalist.org/observations/201937210",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4246","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4577633333,-84.0046611167,"positional accuracy = 4 m",NA,NA,"https://www.inaturalist.org/observations/201937208",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4247","Central American Spider Monkey","Ateles geoffroyi","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4730328834,-84.1366398502,"positional accuracy = 4 m",NA,NA,"https://www.inaturalist.org/observations/201818010",NA,NA,NA,NA,NA,NA,NA,NA,"Ateles geoffroyi",NA
"4248","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4770833333,-84.0928028333,"positional accuracy = 3 m",NA,NA,"https://www.inaturalist.org/observations/201786265",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4249","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4306194444,-84.006325,"positional accuracy = NA m",NA,NA,"https://www.inaturalist.org/observations/201731438",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4250","Central American Spider Monkey","Ateles geoffroyi","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4562360998,-84.1996078343,"positional accuracy = 3 m",NA,NA,"https://www.inaturalist.org/observations/201619627",NA,NA,NA,NA,NA,NA,NA,NA,"Ateles geoffroyi",NA
"4251","Central American Spider Monkey","Ateles geoffroyi","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4712519413,-84.1854647657,"positional accuracy = 4 m",NA,NA,"https://www.inaturalist.org/observations/201599810",NA,NA,NA,NA,NA,NA,NA,NA,"Ateles geoffroyi",NA
"4252","Central American Spider Monkey","Ateles geoffroyi","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.5874447133,-84.1576878438,"positional accuracy = 27 m",NA,NA,"https://www.inaturalist.org/observations/201595093",NA,NA,NA,NA,NA,NA,NA,NA,"Ateles geoffroyi",NA
"4253","Ornate Spider Monkey","Ateles geoffroyi ornatus","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.5489214296,-84.0786797542,"positional accuracy = 7 m",NA,NA,"https://www.inaturalist.org/observations/201593598",NA,NA,NA,NA,NA,NA,NA,NA,"Ateles geoffroyi ornatus",NA
"4254","Central American Spider Monkey","Ateles geoffroyi","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4512247586,-84.0353093444,"positional accuracy = NA m",NA,NA,"https://www.inaturalist.org/observations/201585721",NA,NA,NA,NA,NA,NA,NA,NA,"Ateles geoffroyi",NA
"4255","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.39645,-84.1264611111,"positional accuracy = NA m",NA,NA,"https://www.inaturalist.org/observations/201552851",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4256","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2024,NA,NA,10.4513055556,-84.0692416667,"positional accuracy = NA m",NA,NA,"https://www.inaturalist.org/observations/201551816",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4257","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.4320471177,-84.0089836992,"positional accuracy = 1364 m",NA,NA,"https://www.inaturalist.org/observations/200860300",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4258","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.4306228512,-84.0069710836,"positional accuracy = 210 m",NA,NA,"https://www.inaturalist.org/observations/200826538",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4259","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March",2013,NA,NA,10.4311888889,-84.0036305556,"positional accuracy = 1 m",NA,NA,"https://www.inaturalist.org/observations/200823781",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4260","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.4388390575,-84.0092056151,"positional accuracy = 9 m",NA,NA,"https://www.inaturalist.org/observations/200481564",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4261","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.455279,-84.001811,"positional accuracy = 50 m",NA,NA,"https://www.inaturalist.org/observations/200392832",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4262","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.4573713068,-84.0036635813,"positional accuracy = 15 m",NA,NA,"https://www.inaturalist.org/observations/200325346",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4263","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.431166,-84.003536,"positional accuracy = 20 m",NA,NA,"https://www.inaturalist.org/observations/200292688",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4264","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.4313466667,-84.00480555,"positional accuracy = 15 m",NA,NA,"https://www.inaturalist.org/observations/199706551",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4265","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.430623,-84.006971,"positional accuracy = 210 m",NA,NA,"https://www.inaturalist.org/observations/199575525",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4266","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January",2024,NA,NA,10.4116239176,-84.1194208083,"positional accuracy = 61 m",NA,NA,"https://www.inaturalist.org/observations/199383848",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4267","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January",2024,NA,NA,10.41598,-84.1225666667,"positional accuracy = NA m",NA,NA,"https://www.inaturalist.org/observations/199381003",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4268","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.4313666667,-84.0066,"positional accuracy = 9 m",NA,NA,"https://www.inaturalist.org/observations/199333179",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4269","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January",2024,NA,NA,10.4165230415,-84.1236956227,"positional accuracy = 15 m",NA,NA,"https://www.inaturalist.org/observations/199219207",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4270","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.3977704,-84.1177848,"positional accuracy = 388 m",NA,NA,"https://www.inaturalist.org/observations/199160445",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4271","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.3977704,-84.1177848,"positional accuracy = 388 m",NA,NA,"https://www.inaturalist.org/observations/199160440",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4272","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.416985,-84.124845,"positional accuracy = NA m",NA,NA,"https://www.inaturalist.org/observations/199150937",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4273","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.4311916667,-84.0064611167,"positional accuracy = 7 m",NA,NA,"https://www.inaturalist.org/observations/199147643",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4274","Central American Spider Monkey","Ateles geoffroyi","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January",2024,NA,NA,10.4093017826,-84.1882373011,"positional accuracy = 31 m",NA,NA,"https://www.inaturalist.org/observations/198991903",NA,NA,NA,NA,NA,NA,NA,NA,"Ateles geoffroyi",NA
"4275","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.4305386859,-84.021905425,"positional accuracy = 4157 m",NA,NA,"https://www.inaturalist.org/observations/198701592",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4276","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.4369423249,-84.0167087183,"positional accuracy = 2905 m",NA,NA,"https://www.inaturalist.org/observations/198701132",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4277","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.4311784667,-84.0057706833,"positional accuracy = NA m",NA,NA,"https://www.inaturalist.org/observations/198684656",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4278","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.4326271667,-84.0048979167,"positional accuracy = NA m",NA,NA,"https://www.inaturalist.org/observations/198680340",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4279","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January",2024,NA,NA,10.415975,-84.1225583333,"positional accuracy = 4 m",NA,NA,"https://www.inaturalist.org/observations/198659559",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4280","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January",2024,NA,NA,10.4359194655,-84.0159461042,"positional accuracy = 1045 m",NA,NA,"https://www.inaturalist.org/observations/198567716",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4281","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"February",2024,NA,NA,10.4512435,-84.0696831,"positional accuracy = 217 m",NA,NA,"https://www.inaturalist.org/observations/198529660",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4282","Central American Spider Monkey","Ateles geoffroyi","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January",2024,NA,NA,10.5754715831,-83.8857627095,"positional accuracy = 26 m",NA,NA,"https://www.inaturalist.org/observations/197995715",NA,NA,NA,NA,NA,NA,NA,NA,"Ateles geoffroyi",NA
"4283","Central American Spider Monkey","Ateles geoffroyi","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January",2024,NA,NA,10.5429078029,-84.1165446446,"positional accuracy = 931 m",NA,NA,"https://www.inaturalist.org/observations/197683864",NA,NA,NA,NA,NA,NA,NA,NA,"Ateles geoffroyi",NA
"4284","Mantled Howler Monkey","Alouatta palliata","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"January",2024,NA,NA,10.4491482643,-84.0682473097,"positional accuracy = 122 m",NA,NA,"https://www.inaturalist.org/observations/197553411",NA,NA,NA,NA,NA,NA,NA,NA,"Alouatta palliata",NA
"4285","Central American Spider Monkey","Ateles geoffroyi","species","mammal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May",2018,NA,NA,10.5231799335,-83.9334992661,"positional accuracy = 16911 m",NA,NA,"https://www.inaturalist.org/observations/197505388",NA,NA,NA,NA,NA,NA,NA,NA,"Ateles geoffroyi",NA
